FECHA;Semana;Zona;Unidad;Nombre_Unidad;Real;Costo_Ha;Atencion_Plantacion;C_Riego;C_Mano_Obra_Riego;C_Mantenimiento_Riego;C_Combustible;C_Control_Sigatoca;C_Aplicacion_Aerea;C_Deshoje;C_Costos_Productos;C_Fertilizacion;C_Sacos_Fert;C_ManodeObra_Fert;C_Transporte_Fert;C_Administracion_Hacienda;Sueldos;Servicios_Basicos;C_Empaque_Fijo;Mantenimiento_Empacadora;Mantenimiento_Equipo;C_Logistica;Transporte;Materiales;Reclasificaciones_Transporte;Reclasificaciones_Materiales;C_Empaque_Variable;C_Cosecha;C_Transporte;C_Depreciaciones;Total_Cajas;Total_Hectareas;Racimo_Rechazado;Total_Peso_Caja;Promedio_Peso_Caja;Tipo_Suelo;Incidencia_Sigatoka;Temperatura_C;Precipitacion_mm;Evotranspiracion;Humedad;Ausentismo_Agricola;Ausentismo_Justificado_Agricola;Ausentismo_Injustificado_Agricola;RotPerson_Salida_Todos_Motivos_Agricola;Pago_Labor_Persona;Pago_Por_Cuenta;Vacante_Labor
1/08/22;35;Zona Fumisa;2112;Hacienda San Vicente;5,095110925;945,0138495;121061;8608;2339;2526;3743;11424;3746;3244;4434;29001;24995;2026;1980;12955;10250;327;649;11;638;79552;21330;59547;0;-1325;22894;15388;23310;30547;44489,9048;176,7900016;0,011755;1403875,698;41,50408568;0;100,85;29,03571463;1,25;10,625;0,362500012;7,2265625;5,859375;1,3671875;0;0;0;0
1/09/22;39;Zona Fumisa;2112;Hacienda San Vicente;6,256848331;842,6720891;107332;12132;4159;1540;6433;15118;5299;3825;5994;20507;16123;1455;2929;8501;10831;-2131;277;83;194;47472;19845;28656;0;-1029;23170;13572;22774;30718;32854,0807;176,7900016;0,01224;919111,6977;40,89484751;0;37,34;29,6285717;0,8;11,9;0,370000005;11,03053435;10,49618321;0,534351145;0,029412;0;0;0
1/10/22;44;Zona Fumisa;2112;Hacienda San Vicente;6,100475721;901,1425903;110218;16424;4526;3583;8315;13224;4473;3578;5173;23183;21765;650;768;12083;11071;527;4048;2804;1244;56911;23150;36232;0;-2471;19953;11469;23918;30796;35060,3805;176,7900016;0,009517;1123179,399;42,53984014;0;113,07;29;0;11,875;0,377499998;7,442748092;7,022900763;0,419847328;0;0;0;0
1/11/22;48;Zona Fumisa;2112;Hacienda San Vicente;6,066475213;938,8992503;117860;23151;4398;9492;9261;20558;7234;3952;9372;19291;18664;338;289;12241;11580;393;484;75;409;56878;17617;40259;0;-998;17349;10001;17906;30864;34773,8996;176,7900016;0,008829;910398,2992;42,57778969;0;42,88;30,25;0;12,5;0,389999986;7,814814815;7,111111111;0,703703704;0,015267;0;0;0
1/12/22;52;Zona Fumisa;2112;Hacienda San Vicente;5,890228293;1004,462913;128022;12132;4002;1811;6319;21872;7749;5032;9091;24274;23673;407;194;13805;11568;405;1899;594;1305;61755;20553;43397;0;-2195;28596;16822;20747;31034;41348,1427;176,7900016;0,009204;1622759,296;42,03277376;0;43,66;30,3714283;34,8;12,4;0,424379998;5,687022901;4,885496183;0,801526718;0,007353;0;0;0
1/01/23;52;Zona Fumisa;2112;Hacienda San Vicente;4,978113088;951,5243987;121060;1892;925;177;790;32057;13351;3951;14755;17524;16835;353;336;13945;11718;355;1049;168;881;84811;30248;55904;0;-1341;28464;16558;30584;30285;48912,107;176,7900016;0,008491;1557007,697;41,1395275;0;73,09;30,60714245;64;13,375;0,469999999;4,384615385;3,153846154;1,230769231;0;68534,28533;68534,28533;1
1/02/23;9;Zona Fumisa;2112;Hacienda San Vicente;5,512853375;1049,092134;139213;3176;978;1152;1046;42752;15643;3951;23158;23608;22706;318;584;13663;11513;483;568;7;561;85892;24717;62691;0;-1516;29193;16462;25301;30285;46408,0908;176,7900016;0,007917;1842889,096;42,02615896;0;77,67;32,03571415;66,5;14,875;0,454999991;3,217054264;2,480620155;0,736434109;0;65809,75004;65809,75004;1
1/03/23;13;Zona Fumisa;2112;Hacienda San Vicente;6,435314112;1107,630512;153581;2480;1157;80;1243;41955;15673;4952;21330;36244;34456;425;1363;12338;12254;527;711;23;688;90265;23223;68215;0;-1173;30010;16394;24586;26219;41248,1808;176,7900016;0,009154;1617471,699;41,49384825;0;79,73;32,51428528;155;16,2;0,511599994;7,840909091;6,628787879;1,212121212;0;64444,54691;64444,54691;2
1/04/23;17;Zona Fumisa;2112;Hacienda San Vicente;5,008110452;905,4980402;120972;3032;549;2483;0;40235;13777;3926;22532;13136;11499;862;775;10899;11419;540;99;3;96;73401;28102;46875;0;-1576;26427;15563;28877;25830;45960,448;176,7900016;0,011699;1966630,599;42,4245103;0;146,23;34,26428604;187,25;19,75;0,480750009;4,007633588;3,20610687;0,801526718;0;63848,00018;63848,00018;5
1/05/23;22;Zona Fumisa;2112;Hacienda San Vicente;5,168778238;986,5716296;133982;2093;578;1506;9;42087;18145;3999;19943;23093;20298;1542;1253;10998;10988;449;549;12;537;81160;25777;57024;0;-1641;25097;13165;27030;25831;46133,7262;176,7900016;0,010127;2047513,196;42,35474734;0;51,63;32,92857122;108,75;16,25;0,459999993;5,801526718;4,847328244;0,954198473;0;70566,34355;70566,34355;4
1/06/23;26;Zona Fumisa;2112;Hacienda San Vicente;6,149583399;1006,482258;136006;3552;722;2792;38;31546;12720;4954;13872;26760;23538;1798;1424;12872;11502;515;221;0;221;75693;24310;53747;0;-2364;29462;15994;25734;25835;40279,4765;176,7900016;0,010508;1584706,099;42,81253813;0;59,38;31,45714302;70;14,3;0,443800002;3,613138686;3,02919708;0,583941606;0;65121,83191;61117,12256;6
1/07/23;31;Zona Fumisa;2112;Hacienda San Vicente;5,01143259;958,1537329;127183;1355;577;778;0;39075;16707;3963;18405;19313;15943;2037;1333;13453;12862;481;205;3;202;75717;23951;54010;0;-2244;27840;15712;25284;25835;47270,9142;176,7900016;0,00911;2047622,701;41,66661988;0;196,99;31,99999905;81;14,75;0,452499993;4,259259259;3,333333333;0,925925926;0;68205,15138;68205,15138;6
1/08/23;35;Zona Fumisa;2112;Hacienda San Vicente;5,775589774;1116,907055;154897;11491;4016;2464;5011;46661;21068;4953;20640;21385;16341;1754;3290;13138;13328;496;484;63;421;86731;30392;58172;0;-1833;33138;18747;33682;25917;48434,0147;176,7900016;0,010713;2122008,096;40,56678767;0;30,43;31,74285698;6,6;14,5;0,391999996;3,320895522;2,723880597;0,597014925;0;73204,17445;69765,99801;1
1/09/23;39;Zona Fumisa;2112;Hacienda San Vicente;5,571361527;966,1236406;128766;12766;4131;1998;6637;36083;14546;3964;17573;18242;15422;1755;1065;12462;12430;461;1327;0;1327;79810;29549;52282;0;-2021;24065;13836;30614;25376;42763,5146;176,7900016;0,008949;1817764,297;42,29325958;0;38,88;32,17857122;0;16;0,390999995;3,143939394;2,575757576;0,568181818;0;65070,03679;61795,5561;1
1/10/23;44;Zona Fumisa;2112;Hacienda San Vicente;5,470675846;1061,474055;141364;7018;2967;592;3459;35117;16332;3962;14823;31341;28550;1873;918;13808;11808;501;3759;3151;608;84816;22593;63858;0;-1635;29346;15574;23511;25061;46643,4143;176,7900016;0,015136;1911191,298;41,13981613;0;100,72;31,17857122;49,5;14,125;0,422250003;2,391304348;2,246376812;0,144927536;0;72935,07849;72935,07849;4
1/11/23;48;Zona Fumisa;2112;Hacienda San Vicente;7,539392823;1164,732157;160574;6572;3331;374;2867;33858;14320;5013;14525;25211;22788;1826;597;15942;12437;554;1848;1021;827;81561;28936;54102;0;-1477;28757;15667;29533;25129;37041,8423;176,7900016;0,017795;1161670,399;40,98904058;0;70,85;30,82857132;6;13,2;0,389399999;7,388059701;6,940298507;0,447761194;0,007194;64824,02755;64824,02755;1
1/12/23;52;Zona Fumisa;2112;Hacienda San Vicente;7,073092132;1085,327214;148724;1871;1025;590;256;35752;19962;4029;11761;27310;24912;1765;633;14882;11624;381;700;25;675;67847;24977;52904;0;-10034;22258;11986;25610;25121;35500,1738;176,7900016;0,014139;1163405,399;40,983739;0;70,85;30,35714293;93,5;12,625;0,503999993;3,905109489;2,810218978;1,094890511;0;61836,70859;61836,7086;4
1/01/24;5;Zona Fumisa;2112;Hacienda San Vicente;5,938227055;1168,250456;160457;591;591;0;0;35444;16986;4021;14437;28640;25337;1891;1412;16552;17052;586;759;558;201;108707;35791;75951;0;-3035;27327;15679;37203;25231;48050,032;176,7900016;0,020746;0;0;0;90,09;31,03571367;118,5;13,375;0,540000007;5;3,992805755;1,007194245;0;73138,31002;73138,31002;3
1/02/24;9;Zona Fumisa;2112;Hacienda San Vicente;5,98901448;1063,629155;148608;738;738;0;0;51266;21732;5021;24513;24651;20954;2350;1347;11348;11415;469;583;526;57;83390;26143;60384;0;-3137;31634;19377;27490;25125;44279,9063;176,7900016;0,019912;0;0;0;12;32,37142868;152,4;15,8;0,535799992;4,671532847;3,649635036;1,02189781;0;67778,42871;67778,42871;7
1/03/24;13;Zona Fumisa;2112;Hacienda San Vicente;5,355651222;973,2394276;132201;4056;562;3494;0;42933;18096;4001;20836;26126;22869;1996;1261;11332;10284;374;388;50;338;79394;24777;57278;0;-2661;26725;14251;26038;25740;44403,9371;176,7900016;0,012304;0;0;0;40,34;33,5;57,5;17,5;0,492750004;5,340909091;2,727272727;2,613636364;0;64275,4373;64275,4373;4
1/04/24;18;Zona Fumisa;2112;Hacienda San Vicente;5,539942415;997,2283408;135528;2706;591;2115;0;37075;18146;4302;14627;27212;23806;1962;1444;11116;10557;383;1468;750;718;74063;24232;54013;0;-4182;23190;12528;25676;25121;42644,8476;176,7900016;0,014282;0;0;0;58,47;32,0714283;147;15,25;0,490525015;6,06870229;1,755725191;4,312977099;0;64770,44396;64770,44396;2
1/05/24;22;Zona Fumisa;2112;Hacienda San Vicente;6,739181346;1072,023295;149546;1216;741;475;0;50641;19949;5379;25313;26590;23386;1905;1299;10053;9896;337;1622;1521;101;91374;26512;67971;-40;-3069;25705;14899;27771;25123;38075,693;176,7900016;0,019406;1367576,599;42,78490174;0;57,57;30,03428574;40;12,2;0,457200003;7,394957983;5,042016807;2,352941176;0,022556;62424,93556;62424,93556;8
1/06/24;26;Zona Fumisa;2112;Hacienda San Vicente;6,715519551;906,9460859;119608;1720;594;1095;31;28553;12882;4252;11419;30165;26294;2364;1507;13886;9225;304;162;132;30;79001;24516;56864;0;-2379;19253;11465;26023;25123;32100,7181;176,7900016;0,006527;548939,8008;42,54357907;0;219,29;30,1428566;5;12;0,426999986;5,474137931;4,353448276;1,120689655;0,017094;53564,68882;53564,68882;5
1/07/24;31;Zona Fumisa;2112;Hacienda San Vicente;;958,1537329;127183;1355;577;778;0;39075;16707;3963;18405;19313;15943;2037;1333;13453;12862;481;205;3;202;75717;23951;54010;0;-2244;27840;15712;25284;25835;47270,9142;176,7900016;0,00911;2047622,701;41,66661988;0;196,99;31,99999905;81;14,75;0,452499993;4,259259259;3,333333333;0,925925926;0;68205,15138;68205,15138;6
1/08/24;35;Zona Fumisa;2112;Hacienda San Vicente;;1116,907055;154897;11491;4016;2464;5011;46661;21068;4953;20640;21385;16341;1754;3290;13138;13328;496;484;63;421;86731;30392;58172;0;-1833;33138;18747;33682;25917;48434,0147;176,7900016;0,010713;2122008,096;40,56678767;0;30,43;31,74285698;6,6;14,5;0,391999996;3,320895522;2,723880597;0,597014925;0;73204,17445;69765,99801;1
1/09/24;40;Zona Fumisa;2112;Hacienda San Vicente;;966,1236406;128766;12766;4131;1998;6637;36083;14546;3964;17573;18242;15422;1755;1065;12462;12430;461;1327;0;1327;79810;29549;52282;0;-2021;24065;13836;30614;25376;42763,5146;176,7900016;0,008949;1817764,297;42,29325958;0;38,88;32,17857122;0;16;0,390999995;3,143939394;2,575757576;0,568181818;0;65070,03679;61795,5561;1
1/10/24;44;Zona Fumisa;2112;Hacienda San Vicente;;1061,474055;141364;7018;2967;592;3459;35117;16332;3962;14823;31341;28550;1873;918;13808;11808;501;3759;3151;608;84816;22593;63858;0;-1635;29346;15574;23511;25061;46643,4143;176,7900016;0,015136;1911191,298;41,13981613;0;100,72;31,17857122;49,5;14,125;0,422250003;2,391304348;2,246376812;0,144927536;0;72935,07849;72935,07849;4
1/11/24;48;Zona Fumisa;2112;Hacienda San Vicente;;1164,732157;160574;6572;3331;374;2867;33858;14320;5013;14525;25211;22788;1826;597;15942;12437;554;1848;1021;827;81561;28936;54102;0;-1477;28757;15667;29533;25129;37041,8423;176,7900016;0,017795;1161670,399;40,98904058;0;70,85;30,82857132;6;13,2;0,389399999;7,388059701;6,940298507;0,447761194;0,007194;64824,02755;64824,02755;1
1/12/24;52;Zona Fumisa;2112;Hacienda San Vicente;;1085,327214;148724;1871;1025;590;256;35752;19962;4029;11761;27310;24912;1765;633;14882;11624;381;700;25;675;67847;24977;52904;0;-10034;22258;11986;25610;25121;35500,1738;176,7900016;0,014139;1163405,399;40,983739;0;70,85;30,35714293;93,5;12,625;0,503999993;3,905109489;2,810218978;1,094890511;0;61836,70859;61836,7086;4
1/01/25;5;Zona Fumisa;2112;Hacienda San Vicente;;1168,250456;160457;591;591;0;0;35444;16986;4021;14437;28640;25337;1891;1412;16552;17052;586;759;558;201;108707;35791;75951;0;-3035;27327;15679;37203;25231;48050,032;176,7900016;0,020746;0;0;0;90,09;31,03571367;118,5;13,375;0,540000007;5;3,992805755;1,007194245;0;73138,31002;73138,31002;3
1/02/25;9;Zona Fumisa;2112;Hacienda San Vicente;;1063,629155;148608;738;738;0;0;51266;21732;5021;24513;24651;20954;2350;1347;11348;11415;469;583;526;57;83390;26143;60384;0;-3137;31634;19377;27490;25125;44279,9063;176,7900016;0,019912;0;0;0;12;32,37142868;152,4;15,8;0,535799992;4,671532847;3,649635036;1,02189781;0;67778,42871;67778,42871;7
1/03/25;14;Zona Fumisa;2112;Hacienda San Vicente;;973,2394276;132201;4056;562;3494;0;42933;18096;4001;20836;26126;22869;1996;1261;11332;10284;374;388;50;338;79394;24777;57278;0;-2661;26725;14251;26038;25740;44403,9371;176,7900016;0,012304;0;0;0;40,34;33,5;57,5;17,5;0,492750004;5,340909091;2,727272727;2,613636364;0;64275,4373;64275,4373;4
1/04/25;18;Zona Fumisa;2112;Hacienda San Vicente;;997,2283408;135528;2706;591;2115;0;37075;18146;4302;14627;27212;23806;1962;1444;11116;10557;383;1468;750;718;74063;24232;54013;0;-4182;23190;12528;25676;25121;42644,8476;176,7900016;0,014282;0;0;0;58,47;32,0714283;147;15,25;0,490525015;6,06870229;1,755725191;4,312977099;0;64770,44396;64770,44396;2
1/05/25;22;Zona Fumisa;2112;Hacienda San Vicente;;1072,023295;149546;1216;741;475;0;50641;19949;5379;25313;26590;23386;1905;1299;10053;9896;337;1622;1521;101;91374;26512;67971;-40;-3069;25705;14899;27771;25123;38075,693;176,7900016;0,019406;1367576,599;42,78490174;0;57,57;30,03428574;40;12,2;0,457200003;7,394957983;5,042016807;2,352941176;0,022556;62424,93556;62424,93556;8
1/06/25;27;Zona Fumisa;2112;Hacienda San Vicente;;906,9460859;119608;1720;594;1095;31;28553;12882;4252;11419;30165;26294;2364;1507;13886;9225;304;162;132;30;79001;24516;56864;0;-2379;19253;11465;26023;25123;32100,7181;176,7900016;0,006527;548939,8008;42,54357907;0;219,29;30,1428566;5;12;0,426999986;5,474137931;4,353448276;1,120689655;0,017094;53564,68882;53564,68882;5
1/01/20;5;Zona Fumisa;2113;Hacienda Vanguardia;5,572284909;756,9268557;44521;1770;952;436;382;14509;5745;2061;6703;6859;5522;299;1038;9630;7753;364;382;24;358;26124;9846;16672;0;-394;13789;8414;10884;6901;16801,9047;81,35000038;0,006733;0;0;0;624,02;31,28571434;89,8;13,8;0;0;0;0;0;0;0;0
1/02/20;9;Zona Fumisa;2113;Hacienda Vanguardia;7,417917996;909,9692643;53354;5127;848;3935;344;17677;6842;1887;8948;8216;7835;225;156;8143;7579;357;326;0;326;29272;7431;22199;0;-358;10655;5640;7587;12125;13177,8216;81,35000038;0,006;0;0;0;732,76;32,7142849;139,75;16,25;0;0;0;0;0;0;0;0
1/03/20;14;Zona Fumisa;2113;Hacienda Vanguardia;5,364593668;811,3952021;43877;1701;771;672;258;17987;6689;1700;9598;1000;701;234;65;9272;8988;407;527;0;527;23118;7480;16002;0;-364;11799;6373;7545;12260;17085,9166;81,35000038;0,006036;0;0;0;764,36;32,6428566;99,25;15,25;0;0;0;0;0;0;0;0
1/04/20;18;Zona Fumisa;2113;Hacienda Vanguardia;7,272412761;921,0694487;53650;1713;926;456;331;21084;6174;2179;12731;2841;2446;341;54;9050;8349;441;25;0;25;29076;8510;20970;0;-404;14868;8714;8564;12125;14716,0239;81,35000038;0,004868;0;0;0;606,18;32,3428566;96,6;16,2;0;0;0;0;0;0;0;0
1/05/20;22;Zona Fumisa;2113;Hacienda Vanguardia;4,955415091;917,4800203;52993;4120;1002;2327;791;14372;5703;2139;6530;6779;5020;260;1499;8276;8747;413;1085;23;1062;24721;7517;17690;0;-486;12562;7787;9016;12190;20685,0482;81,35000038;0,004419;0;0;0;888,66;30,28571463;31,5;14;0;0;0;0;0;0;0;0
1/06/20;27;Zona Fumisa;2113;Hacienda Vanguardia;7,216667636;979,0042978;57010;4863;1107;3362;394;14561;4544;1849;8168;11009;9633;991;385;10309;9846;231;-8;116;-124;34446;7125;27796;0;-475;9116;5891;7510;12274;14102,6309;81,35000038;0,004409;0;0;0;735,07;28,85714245;8,25;10,125;0,044999999;0;0;0;0;0;0;0
1/07/20;31;Zona Fumisa;2113;Hacienda Vanguardia;7,283870262;1044,068833;62375;5781;1938;2528;1315;8366;5084;1615;1667;6246;5479;598;169;9424;9213;191;426;39;387;16849;5087;12140;0;-378;11514;6427;5256;12614;14822,2025;81,35000038;0,006887;0;0;0;698,39;28,31428528;3,2;9,7;0,091950589;0;0;0;0,025;0;0;0
1/08/20;36;Zona Fumisa;2113;Hacienda Vanguardia;5,990480128;942,8641628;50058;5597;2292;1253;2052;7899;2917;1095;3887;9686;9068;339;279;13667;8299;1241;164;26;138;27632;7599;20641;0;-608;11970;8186;7878;12643;17437,1666;81,35000038;0,004633;0;0;0;431,73;29,10714245;0,5;10,9849999;0,107693138;0;0;0;0,05;0;0;0
1/09/20;40;Zona Fumisa;2113;Hacienda Vanguardia;5,372116485;751,997538;39802;5386;2164;1368;1854;5789;2272;1099;2418;6742;6369;220;153;8351;8613;-378;130;40;90;19020;6661;12905;0;-546;8861;5331;6814;12678;15269,2147;81,35000038;0,004964;0;0;0;359,11;30,3571434;0,5;12,5;0,271499999;0;0;0;0;0;0;0
1/10/20;44;Zona Fumisa;2113;Hacienda Vanguardia;5,891573085;921,6840768;50740;4587;2398;758;1431;11106;3985;1481;5640;5263;4272;361;630;8457;7771;451;2912;2873;39;22290;6175;16573;0;-458;10518;8137;6805;12753;16940,9763;81,35000038;0,005206;0;0;0;1974,22;31,54285812;8,2;14;0,355419999;0;0;0;0;0;0;0
1/11/20;49;Zona Fumisa;2113;Hacienda Vanguardia;4,921374688;757,4062657;38098;4787;2629;422;1736;5741;2472;1244;2025;5128;4706;235;187;8605;8055;473;1633;15;1618;16782;5485;11813;0;-516;9892;6983;5672;13184;17063,3218;81,35000038;0,005228;0;0;0;615,02;31,57142925;0,5;14,92499995;0,350499988;0;0;0;0;0;0;0
1/12/20;53;Zona Fumisa;2113;Hacienda Vanguardia;5,420627343;930,6207701;55775;4694;1248;2959;487;18149;8020;1669;8460;4356;3698;315;343;6421;8259;468;140;28;112;23065;7767;17601;0;-2303;11441;9244;8110;13222;19215,1191;81,35000038;0,004369;0;0;0;803,24;29,62857132;30;12,6;0,422999996;0;0;0;0;0;0;0
1/01/21;53;Zona Fumisa;2113;Hacienda Vanguardia;4,807962597;837,6152389;45106;670;515;155;0;13158;4322;1439;7397;9253;6721;709;1823;9707;9352;465;108;23;85;24865;7876;17704;0;-715;13614;9103;9699;13098;20535,3095;81,35000038;0,00457;0;0;0;545,34;31,5;109,75;14;0,487000003;10;3,333333333;6,666666667;0,025641;0;0;0
1/02/21;8;Zona Fumisa;2113;Hacienda Vanguardia;5,424932873;864,0688343;48227;1184;515;244;425;15124;6965;1553;6606;9908;7316;745;1847;7936;8511;378;922;25;897;25066;8025;17666;0;-625;11956;8770;9872;13123;18257,0001;81,35000038;0,01067;0;0;0;2237,08;31,04071379;96,5;16;0,515749991;9,625;5,875;3,75;0;0;0;0
1/03/21;13;Zona Fumisa;2113;Hacienda Vanguardia;5,100238959;951,0878874;56002;8962;516;8402;44;14863;5856;1536;7471;9972;6849;827;2296;7781;8256;495;383;41;342;28206;8435;20444;0;-673;12734;8885;10731;13124;21062,7386;81,35000038;0,010968;0;0;0;625,8;31,5;114;13,75;0,519749999;7,564102564;4,358974359;3,205128205;0,02381;0;0;0
1/04/21;17;Zona Fumisa;2113;Hacienda Vanguardia;7,367228619;958,1929887;54308;1997;852;930;215;17293;6160;2195;8938;6363;2841;1029;2493;9126;7961;598;1060;1004;56;27816;10227;18107;0;-518;13256;8369;12720;13359;14903,9762;81,35000038;0,014883;0;0;0;1931,73;31,28571434;101,4;13,6;0,449200004;7,297297297;4,054054054;3,243243243;0;0;0;0
1/05/21;22;Zona Fumisa;2113;Hacienda Vanguardia;7,80360297;865,7283303;47851;1684;877;466;341;15306;5688;2085;7533;7935;5411;356;2168;8893;8500;350;229;25;204;28316;8447;20355;0;-486;9388;7190;10615;13386;12231,7858;81,35000038;0,009585;0;0;0;839,57;30,4535718;21,25;13,75;0,402499996;4,459459459;2,972972973;1,486486486;0;0;0;0
1/06/21;26;Zona Fumisa;2113;Hacienda Vanguardia;5,992939142;1010,76828;58337;3456;1526;932;998;13115;5576;2339;5200;5520;4217;220;1083;9682;8177;504;584;13;571;26445;6419;20616;0;-590;10350;6858;7502;13555;17662,9526;81,35000038;0,013027;0;0;0;299,12;28,47142887;2,5;11,25;0,375;5,694444444;4,305555556;1,388888889;0;0;0;0
1/07/21;30;Zona Fumisa;2113;Hacienda Vanguardia;6,205615879;983,6140089;56734;6981;2271;2204;2506;13553;4651;1977;6925;9275;8603;274;398;8911;9090;430;577;373;204;28842;9549;19932;0;-639;14140;9107;9947;13649;18179,1787;81,35000038;0,013248;0;0;0;972,48;29,83428574;0;12,1;0,358000004;7,222222222;5,277777778;1,944444444;0;0;0;0
1/08/21;35;Zona Fumisa;2113;Hacienda Vanguardia;5,234889756;899,6926817;48389;9191;2072;4613;2506;7920;3166;1654;3100;6223;5662;231;330;8358;8408;411;1197;990;207;21006;7729;14125;0;-848;12437;8174;8059;13576;19394,8688;81,35000038;0,009792;0;0;0;2288,04;30,5;7;13,5;0,357500009;6,527777778;5,277777778;1,25;0,027778;0;0;0
1/09/21;39;Zona Fumisa;2113;Hacienda Vanguardia;6,68379235;997,111243;47481;3849;1729;1042;1078;8423;2903;1569;3951;9014;8263;297;454;9446;7782;455;11070;9027;2043;27520;7668;20268;0;-416;14923;9791;8122;12973;16980,9285;81,35000038;0,011004;0;0;0;703,58;30,54285698;9,2;12,8;0,356000006;9,166666667;5,694444444;3,472222222;0;0;0;0
1/10/21;43;Zona Fumisa;2113;Hacienda Vanguardia;4,935866115;832,1696335;45914;5813;1963;838;3012;4589;1659;997;1933;7751;7195;247;309;8580;7696;503;188;24;164;21815;7292;14930;0;-407;12049;5582;7601;12884;18764,6905;81,35000038;0,010398;0;0;0;2003,62;30,57142878;11,625;13,125;0,362500012;5,857142857;4,857142857;1;0,027778;0;0;0
1/11/21;48;Zona Fumisa;2113;Hacienda Vanguardia;5,373258519;903,1837696;49617;4269;1470;657;2142;12847;3964;1312;7571;11114;10338;393;383;9153;7978;420;1210;28;1182;31363;6673;25053;0;-363;10576;6493;7056;12982;18092,5596;81,35000038;0,011373;0;0;0;360,23;28,85714245;3,125;10,875;0,362500012;4,705882353;4,411764706;0,294117647;0,028571;0;0;0
1/12/21;52;Zona Fumisa;2113;Hacienda Vanguardia;6,510016541;957,762749;50451;3467;1735;269;1463;13092;3964;1682;7446;11336;10696;260;380;10213;8227;387;4329;2538;1791;28610;7274;22381;0;-1045;10795;8617;7654;12722;16067,5475;81,35000038;0,012537;0;0;0;111,65;28,74285736;21,4;10,3;0,390000004;7,058823529;6,617647059;0,441176471;0,029412;0;0;0
1/01/22;52;Zona Fumisa;2113;Hacienda Vanguardia;6,242533422;951,9114891;51465;740;548;192;0;18995;6475;1296;11224;8412;7928;412;72;12529;11783;383;558;455;103;35765;8474;27696;0;-405;10517;8034;8546;12717;16734,0714;81,35000038;0,011531;0;0;0;166,08;32,84285736;131;11,625;0,489999995;8,382352941;7,058823529;1,323529412;0;0;0;0
1/02/22;9;Zona Fumisa;2113;Hacienda Vanguardia;6,161237112;977,9840151;57287;864;547;317;0;20221;6475;1147;12599;14538;13216;721;601;9379;8101;395;30;5;25;40156;7514;33047;0;-405;12727;8319;8115;12718;17548,2615;81,35000038;0,007599;0;0;0;148,16;32,10000086;111,5;10,54999995;0,50999999;4;3,857142857;0,142857143;0;0;0;0
1/03/22;13;Zona Fumisa;2113;Hacienda Vanguardia;5,470645455;978,6723986;57682;2541;685;1856;0;13021;6154;1584;5283;16461;12695;1427;2339;8720;8370;520;361;50;311;29446;6700;23366;0;-620;13201;9143;9039;12717;19862,1901;81,35000038;0,00945;0;0;0;278,66;33,41428528;144;14,2;0,505999988;8,285714286;7,714285714;0,571428571;0,028571;0;0;0
1/04/22;17;Zona Fumisa;2113;Hacienda Vanguardia;6,057966827;896,9022699;52322;571;493;78;0;19815;7676;1296;10843;10062;8585;574;903;8387;7436;416;57;0;57;33955;10549;24068;0;-662;12702;7547;11452;12029;17128,0238;81,35000038;0,010903;0;0;0;196,53;31,58214283;92,25;13,625;0,485000007;11,71428571;10,42857143;1,285714286;0;0;0;0
1/05/22;22;Zona Fumisa;2113;Hacienda Vanguardia;6,703868758;916,054083;52995;1688;547;1141;0;17261;6582;1497;9182;9192;8399;477;316;8772;8725;380;370;29;341;32239;9487;23262;0;-510;12357;6533;9803;12207;15349,0475;81,35000038;0,010165;0;0;0;162,47;29,69642878;92;11,5;0,467500001;6,470588235;6,029411765;0,441176471;0;0;0;0
1/06/22;26;Zona Fumisa;2113;Hacienda Vanguardia;5,450058605;728,3097692;38197;963;685;251;27;9183;3368;1779;4036;2666;2428;238;0;8330;8058;444;342;19;323;18795;7338;11921;0;-464;11036;7592;7338;12211;15635,4282;81,35000038;0,013753;0;0;0;1136,95;26,88857155;30,2;9,6;0,39199999;8,484848485;7,727272727;0,757575758;0;0;0;0
1/07/22;30;Zona Fumisa;2113;Hacienda Vanguardia;6,784984656;850,5101374;46784;5233;1040;3458;735;11440;4605;1232;5603;8873;8408;257;208;9780;9021;356;345;192;153;26651;7691;19236;0;-276;10523;5989;7899;12013;13764,5116;81,35000038;0,009747;0;0;0;170,52;28,75714302;2,25;10,875;0,360000014;8,676470588;8,382352941;0,294117647;0;0;0;0
1/08/22;35;Zona Fumisa;2113;Hacienda Vanguardia;4,982254687;739,1641022;39945;4111;1313;789;2009;5525;2149;1360;2016;8129;7663;200;266;7072;6384;342;920;36;884;27336;10810;17280;0;-754;11362;6736;11076;11904;17871,2261;81,35000038;0,008472;0;0;0;100,85;28,68214273;3;10,125;0,370000005;6,323529412;6,323529412;0;0;0;0;0
1/09/22;39;Zona Fumisa;2113;Hacienda Vanguardia;5,863730914;810,9895475;45344;5984;1998;748;3238;5285;1382;2221;1682;8440;6402;775;1263;7772;6595;363;727;318;409;25273;10582;15095;0;-404;11282;6153;11845;11904;16029,2144;81,35000038;0,007106;0;0;0;37,34;29,35999985;0,6;11,6;0,374000001;5,588235294;5;0,588235294;0,029412;0;0;0
