FECHA;Semana;Zona;Unidad;Nombre_Unidad;Real;Costo_Ha;Atencion_Plantacion;C_Riego;C_Mano_Obra_Riego;C_Mantenimiento_Riego;C_Combustible;C_Control_Sigatoca;C_Aplicacion_Aerea;C_Deshoje;C_Costos_Productos;C_Fertilizacion;C_Sacos_Fert;C_ManodeObra_Fert;C_Transporte_Fert;C_Administracion_Hacienda;Sueldos;Servicios_Basicos;C_Empaque_Fijo;Mantenimiento_Empacadora;Mantenimiento_Equipo;C_Logistica;Transporte;Materiales;Reclasificaciones_Transporte;Reclasificaciones_Materiales;C_Empaque_Variable;C_Cosecha;C_Transporte;C_Depreciaciones;Total_Cajas;Total_Hectareas;Racimo_Rechazado;Total_Peso_Caja;Promedio_Peso_Caja;Tipo_Suelo;Incidencia_Sigatoka;Temperatura_C;Precipitacion_mm;Evotranspiracion;Humedad;Ausentismo_Agricola;Ausentismo_Justificado_Agricola;Ausentismo_Injustificado_Agricola;RotPerson_Salida_Todos_Motivos_Agricola;Pago_Labor_Persona;Pago_Por_Cuenta;Vacante_Labor
1/01/20;5;Zona Camarones;2283;Hacienda San Escriva;5,114322018;926,408722;120674;1576;643;933;0;40510;16257;5474;18779;17895;15191;1968;736;18992;15328;782;81;25;56;64684;20489;45253;0;-1058;34172;21760;21225;14945;45513,5596;168,77;0,008037;0;0;0;652,71;30,42000008;84,4;14;0;0;0;0;0;0;0;0
1/02/20;9;Zona Camarones;2283;Hacienda San Escriva;6,033119506;1010,523197;131428;2253;540;1644;69;35576;14832;5034;15710;29995;25364;1800;2831;15267;11636;637;1859;835;1024;75525;13275;63380;0;-1130;27742;17324;16106;20448;37938,4164;168,77;0,006836;0;0;0;861,1;30,49642849;112,25;17;0;0;0;0;0,006803;0;0;0
1/03/20;14;Zona Camarones;2283;Hacienda San Escriva;4,495248418;831,4629378;107817;778;515;218;45;36899;12953;4559;19387;16707;12358;1321;3028;15175;13786;641;-273;24;-297;62510;22610;41791;0;-1891;29621;18817;25638;16082;47021,6505;168,77;0,00423;0;0;0;1353,85;30,90357161;101,75;16,25;0;0;0;0;0,013423;0;0;0
1/04/20;18;Zona Camarones;2283;Hacienda San Escriva;6,130292203;990,7033242;125872;1786;720;835;231;39682;16082;4207;19393;15560;13162;1651;747;16147;11597;612;355;8;347;69883;25117;46128;0;-1362;34571;21567;25864;23182;40529,2263;168,77;0,005091;0;0;0;1191,96;34,42857132;103,6;13,4;0;0;0;0;0;0;0;0
1/05/20;22;Zona Camarones;2283;Hacienda San Escriva;6,329381916;1028,251467;135611;3507;591;2715;201;34116;13930;3971;16215;21265;15957;1761;3547;13922;11933;641;1396;209;1187;65997;14446;52738;0;-1187;24843;15623;17993;20485;36093,5717;168,77;0,005942;0;0;0;946,85;34,60714245;50,5;14,5;0;0;0;0;0,006211;0;0;0
1/06/20;27;Zona Camarones;2283;Hacienda San Escriva;5,834806171;907,2880252;114785;7961;2264;4030;1667;27912;10042;4809;13061;13361;10113;1784;1464;14740;11937;612;319;71;248;62945;18452;45772;0;-1279;23478;14456;19916;20512;35906,7626;168,77;0,008123;0;0;0;1212,3;32,5714283;17,25;10,375;0;0;0;0;0,018293;0;0;0
1/07/20;31;Zona Camarones;2283;Hacienda San Escriva;8,406251975;1288,013273;167078;13678;4675;5952;3051;22999;9069;3340;10590;23952;20560;2791;601;15949;13503;575;10717;9454;1263;55282;14119;42747;0;-1584;24570;16476;14720;20519;32421,4645;168,77;0,010712;0;0;0;1179,47;31,37142868;4,8;11,4;0;0;0;0;0,025;0;0;0
1/08/20;36;Zona Camarones;2283;Hacienda San Escriva;5,868555801;964,3005275;124992;19333;4403;10828;4102;12899;5324;2619;4956;26692;22895;2449;1348;14722;9382;813;84;28;56;60139;20112;41924;0;-1897;26303;17148;21460;20526;38562,8096;168,77;0,011107;0;0;0;926,86;31,35714293;0,5;16,25;0;0;0;0;0,018182;0;0;0
1/09/20;40;Zona Camarones;2283;Hacienda San Escriva;5,189945619;844,8894947;103315;17784;4989;5955;6840;14819;5065;2759;6995;16249;11173;2363;2713;14842;12562;457;731;86;645;44126;20412;25560;0;-1846;23749;15639;23125;20519;38996,9404;168,77;0,005793;0;0;0;1122,39;33,78571415;0;16,625;0,279857144;0;0;0;0,018072;0;0;0
1/10/20;44;Zona Camarones;2283;Hacienda San Escriva;5,858926997;972,4891866;121791;12545;5414;959;6172;21217;7203;3486;10528;16532;13930;1311;1291;17158;11780;573;1423;1087;336;55428;23123;34244;0;-1939;35293;23280;24414;20870;41957;168,77;0,009675;0;0;0;2190,97;31,91142807;8,1;16,2;0,377571422;0;0;0;0,018072;0;0;0
1/11/20;49;Zona Camarones;2283;Hacienda San Escriva;5,527367233;888,9316823;107742;16793;4979;5938;5876;20615;8263;3579;8773;13451;11392;1140;919;17818;12236;559;622;653;-31;52642;24542;29681;0;-1581;28352;17858;25461;20881;39942,5243;168,77;0,00343;0;0;0;679,42;35,8928566;0,5;18,125;0,368464299;0;0;0;0,01227;0;0;0
1/12/20;53;Zona Camarones;2283;Hacienda San Escriva;5,820131501;1059,649227;137227;9430;2494;5700;1236;33781;13880;4073;15828;25049;21210;2771;1068;15863;12200;595;1633;72;1561;58689;17027;48166;0;-6504;32697;21541;18095;20933;42971,8813;168,77;0,004056;0;0;0;1657,13;36,11485748;34;11,2;0,400371426;0;0;0;0,005988;0;0;0
1/01/21;53;Zona Camarones;2283;Hacienda San Escriva;7,073609812;930,6630326;116911;1820;963;857;0;42245;16535;3505;22205;20002;15082;1464;3456;15374;11831;484;718;0;718;65084;16865;49285;0;-1066;22452;13569;20321;20931;29681,3092;168,77;0,004907;0;0;0;759,71;31,46428537;98,875;11,75;0,432142854;14,44099379;10,80745342;3,633540373;0;0;0;0
1/02/21;8;Zona Camarones;2283;Hacienda San Escriva;5,500281061;956,0052143;121527;1234;1114;120;0;34559;14062;3662;16835;28149;24143;2432;1574;14782;11898;541;1695;0;1695;68810;16667;53671;0;-1528;28524;19681;18241;20931;41128,2619;168,77;0,007428;0;0;0;2500,24;34,21428585;112,75;14,125;0,450892866;9,539877301;5,306748466;4,233128834;0,012346;0;0;0
1/03/21;13;Zona Camarones;2283;Hacienda San Escriva;5,509536693;1009,379629;130480;3029;943;2086;0;39750;17072;3175;19503;20682;18182;1753;747;15031;16764;599;1474;1195;279;68449;16189;54347;0;-2087;26601;16500;16936;20919;41681,0002;168,77;0,010341;0;0;0;743,3;33,9642849;133,5;15,375;0,458178572;13,37423313;9,263803681;4,110429448;0,030303;0;0;0
1/04/21;17;Zona Camarones;2283;Hacienda San Escriva;6,943666558;1045,221307;126376;3726;1132;2594;0;41893;14799;4339;22755;6250;3495;1463;1292;14338;6792;616;11672;11672;0;56825;16844;42209;0;-2228;28153;18403;18136;20882;34535,3565;168,77;0,013335;0;0;0;2174,18;32,48571434;102,8;15,5;0,455514282;8,974358974;7,980769231;0,993589744;0,006173;0;0;0
1/05/21;22;Zona Camarones;2283;Hacienda San Escriva;5,002589121;983,7885881;127271;2626;1128;1498;0;36908;14529;4667;17712;33721;29998;2765;958;14534;11786;494;206;16;190;72150;14965;59550;0;-2365;28016;21331;15923;20891;46045,3566;168,77;0,015989;0;0;0;474,93;32,75000048;17,75;12,75;0,375214294;7,467105263;6,776315789;0,690789474;0;0;0;0
1/06/21;26;Zona Camarones;2283;Hacienda San Escriva;5,336120963;1024,459323;132141;10286;2673;6083;1530;31942;12619;4302;15021;19672;15245;2711;1716;14917;12164;598;1712;1173;539;73523;17016;58616;0;-2109;27404;18892;18732;20900;44266,2379;168,77;0,010769;0;0;0;336,93;32,24999952;2,25;12,125;0,350367442;9,7;8,433333333;1,266666667;0,033113;0;0;0
1/07/21;30;Zona Camarones;2283;Hacienda San Escriva;6,195814958;1064,330154;139631;12980;6979;2750;3251;26048;8571;3258;14219;31665;27919;2905;841;14827;13648;663;1149;298;851;68586;14783;56210;0;-2407;31482;21707;15624;20619;39962,2974;168,77;0,01833;0;0;0;1281,43;31,5714283;0;14,8;0,35678519;12,23684211;11,54605263;0,690789474;0;0;0;0
1/08/21;35;Zona Camarones;2283;Hacienda San Escriva;5,062334367;863,6191267;105063;14504;5007;4258;5239;23993;7762;5619;10612;14285;12296;1181;808;15884;12506;737;193;0;193;49367;16399;34785;0;-1817;27966;16801;17207;21395;40874,2262;168,77;0,011142;0;0;0;1911;32,78571415;1,5;14,5;0,362071425;8,782894737;8,322368421;0,460526316;0,019481;0;0;0
1/09/21;39;Zona Camarones;2283;Hacienda San Escriva;6,174926128;1046,092315;134539;11629;3295;4748;3586;24028;8242;5010;10776;35851;32041;2723;1087;15309;11723;656;951;256;695;71012;13064;59746;0;-1798;30003;20337;14151;21390;38859,2503;168,77;0,009275;0;0;0;362,89;32,48571358;15;12,9;0,372142851;12,78145695;12,15231788;0,629139073;0,006667;0;0;0
1/10/21;43;Zona Camarones;2283;Hacienda San Escriva;5,20232518;971,2508148;121399;7427;3166;1081;3180;15203;5954;3587;5662;37777;35047;1831;899;15710;10385;510;3310;1056;2254;70521;16357;56354;0;-2190;29501;17373;17256;21385;43662,9761;168,77;0,008538;0;0;0;2174,46;31,14285707;10,5;11,375;0,373178571;7,007042254;5,352112676;1,654929577;0;0;0;0
1/11/21;48;Zona Camarones;2283;Hacienda San Escriva;5,340195443;1010,499496;132497;9931;2490;3189;4252;35205;11821;3024;20360;35447;30475;1894;3078;14137;10993;419;421;43;378;75397;15672;61076;0;-1351;27530;17485;18750;21453;43299,7261;168,77;0,00782;0;0;0;536,92;31,57142878;3,25;11,25;0,368821427;8,258064516;7;1,258064516;0;0;0;0
1/12/21;52;Zona Camarones;2283;Hacienda San Escriva;7,812938978;1491,479529;210540;11246;2577;6000;2669;33086;12299;3767;17020;38619;35049;2601;969;17131;15252;450;351;256;95;83517;15802;69367;0;-1652;30204;20333;16771;21434;40708,8806;168,77;0,010003;0;0;0;480,04;29,65714264;33,8;11,3;0,393394285;9,060402685;7,416107383;1,644295302;0,012903;0;0;0
1/01/22;52;Zona Camarones;2283;Hacienda San Escriva;5,790060949;1083,024234;144210;1350;1054;278;18;46901;15423;3468;28010;41651;38215;1582;1854;14290;11601;443;164;34;130;92186;15013;78511;0;-1338;25794;16650;16867;21611;41491,6185;168,77;0,00748;0;0;0;409,26;29,17857122;88,25;11,125;0,407321423;11,75862069;8,24137931;3,517241379;0;0;0;0
1/02/22;9;Zona Camarones;2283;Hacienda San Escriva;7,191944054;1179,925342;160954;2013;1029;985;-1;41169;9731;3486;27952;40511;36134;1750;2627;14225;10930;571;289;17;272;108310;16736;92873;0;-1299;25398;16991;19363;21607;35909,7621;168,77;0,006305;0;0;0;367,04;28,35714293;115,25;9,625;0,480785713;6,482758621;4,620689655;1,862068966;0,034965;0;0;0
1/03/22;13;Zona Camarones;2283;Hacienda San Escriva;5,619270349;1206,168158;166146;2330;1379;951;0;42112;17653;4432;20027;43349;36845;3741;2763;12469;15411;378;439;336;103;95948;17203;80634;0;-1889;40053;24716;19966;21582;50813,8926;168,77;0,009234;0;0;0;531,53;29,74285698;129,8;17,5;0,482071424;6,301369863;4,554794521;1,746575342;0,006849;0;0;0
1/04/22;17;Zona Camarones;2283;Hacienda San Escriva;5,422810526;982,1887777;128447;5302;1063;4239;0;42221;13926;3468;24827;29217;27086;1206;925;12713;10702;365;264;19;245;85359;19910;67467;0;-2018;34180;21255;20835;21614;44461,9997;168,77;0,010844;0;0;0;415,58;32,46428633;95,75;13,5;0,47917857;6,020408163;4,62585034;1,394557823;0;0;0;0
1/05/22;22;Zona Camarones;2283;Hacienda San Escriva;5,049698695;895,9234462;114217;1956;1029;854;73;40460;14145;3522;22793;6389;345;219;5825;12659;10589;336;276;59;217;63541;17797;47617;0;-1873;30512;17164;23622;21647;42909,0948;168,77;0,008507;0;0;0;299,35;30,89285707;76,75;12,5;0,473464288;6,083916084;4,545454545;1,538461538;0;0;0;0
1/06/22;26;Zona Camarones;2283;Hacienda San Escriva;6,99863948;1151,64425;156741;3845;1228;2617;0;29665;10918;4836;13911;44122;39644;2046;2432;13334;10809;344;98;57;41;97789;16587;82811;0;-1609;32108;19284;19019;21656;37484,7141;168,77;0,00879;0;0;0;232,95;30,5428566;31,4;9,9;0,41548571;10,89655172;10,4137931;0,482758621;0,014184;0;0;0
1/07/22;30;Zona Camarones;2283;Hacienda San Escriva;6,632486531;994,406589;124467;9115;2069;4071;2975;19171;6775;2974;9422;33154;31054;1080;1020;14551;13078;483;4222;4105;117;75883;16213;60758;0;-1088;26487;15644;17233;21590;34100,3331;168,77;0,007238;962184,1006;37,44344089;0;218,85;29,03571415;2;11,5;0,362142861;12,44897959;11,66666667;0,782312925;0;0;0;0
1/08/22;35;Zona Camarones;2283;Hacienda San Escriva;4,734121949;863,1451088;108990;22197;3408;8461;10328;11979;4295;2962;4722;20385;17887;1473;1025;12108;10650;323;1002;143;859;50138;15725;37160;0;-2747;24769;15262;16750;21462;42548,3336;168,77;0,007602;1280109,046;39,74753295;0;128,53;30,0714283;1;12;0,361785725;5,24822695;4,468085106;0,780141844;0,013423;0;0;0
1/09/22;39;Zona Camarones;2283;Hacienda San Escriva;6,774398678;1097,641761;143687;17836;4484;4573;8779;11866;3499;3661;4706;39687;32109;3472;4106;14444;11290;360;3776;3249;527;68357;13749;55988;0;-1380;27148;15641;17855;21325;35691,2859;168,77;0,007188;966015,4957;39,86528127;0;64,29;30,08571434;1,4;12,2;0,362945718;7,910958904;7,260273973;0,650684932;0,027027;0;0;0
1/10/22;44;Zona Camarones;2283;Hacienda San Escriva;5,841485865;1013,983528;130616;15903;3842;573;11488;11893;4481;3290;4122;28319;24223;2517;1579;14035;11183;297;3164;3106;58;67327;14413;54256;0;-1342;24932;13061;15992;21321;38266,9761;168,77;0,009352;1090574,596;39,9726788;0;161,9;29,35714293;0;13,25;0,366250001;3,958333333;3,368055556;0,590277778;0,006897;0;0;0
1/11/22;48;Zona Camarones;2283;Hacienda San Escriva;6,301462929;1107,110269;150061;31053;3893;13429;13731;19273;6361;4113;8799;30376;28593;1043;740;12713;10813;296;449;73;376;74716;19228;56732;0;-1244;21183;12027;19968;21388;37972,9283;168,77;0,007822;630215,4997;40,81970981;0;28,72;29,60714293;0,75;12,875;0,361749999;6,326530612;5,37414966;0,952380952;0,006897;0;0;0
1/12/22;52;Zona Camarones;2283;Hacienda San Escriva;5,826120571;938,6087576;119199;14249;3229;1457;9563;19805;7011;5200;7594;5936;3913;1535;488;14232;11192;373;1303;271;1032;41971;21365;22539;0;-1933;29222;16772;21853;21397;38751,0003;168,77;0,006378;317245,2983;38,86857367;0;27,97;29,41428566;36,06000061;12,7;0,391571426;4,586206897;3,172413793;1,413793103;0,006803;0;0;0
1/01/23;52;Zona Camarones;2283;Hacienda San Escriva;5,58317092;992,4097886;130537;867;549;318;0;37914;15727;4568;17619;30242;28181;1541;520;13804;13399;236;86;0;86;79972;20013;61085;0;-1126;24146;12997;20533;20663;40236,0958;168,77;0,006766;1283765,195;40,22072797;0;77,5;28,64285707;61,89999962;11,875;0,430428572;7,395833333;4,895833333;2,5;0;65926,69843;0;8
1/02/23;9;Zona Camarones;2283;Hacienda San Escriva;5,981535029;1023,754222;136468;521;521;0;0;35157;11821;4803;18533;30224;28171;1400;653;12870;11739;241;266;234;32;83151;15259;69279;0;-1387;27185;14265;15912;20661;38366,0714;168,77;0,006191;1381527,298;40,29421041;0;77,67;28,25;74,25;12,375;0,431428581;3,191489362;1,879432624;1,312056738;0;64266,76366;0;8
1/03/23;13;Zona Camarones;2283;Hacienda San Escriva;5,700461228;1114,68863;152074;719;694;25;0;43356;15762;5858;21736;29951;28156;1351;444;12059;12199;311;253;11;242;82666;18790;65398;0;-1522;35565;18907;19234;20675;45853,8335;168,77;0,006428;1817236,597;40,47928623;0;79,46;28,08571434;118,8;15;0,457557142;4,671532847;3,138686131;1,532846715;0;73459,60592;0;6
1/04/23;17;Zona Camarones;2283;Hacienda San Escriva;5,404508103;1012,96439;135570;713;607;106;0;30348;11510;3999;14839;23342;19844;1733;1765;11416;11584;370;551;23;528;80318;18501;63294;0;-1477;27232;14956;20266;20624;42861,8101;168,77;0,006551;977605,5992;42,07469762;0;75,36;29,96428537;138,75;17,625;0,478249997;4,197080292;2,95620438;1,240875912;0;70082,80878;0;8
1/05/23;22;Zona Camarones;2283;Hacienda San Escriva;5,207908204;1138,567281;157352;578;578;0;0;43547;16488;3778;23281;23688;19634;1880;2174;11542;11433;206;536;62;474;84626;19071;67215;0;-1660;28938;15487;21245;20504;49089,1909;168,77;0,007439;621566,4953;39,51974156;0;46,24;30,89285803;88;16,625;0,476000004;4,894366197;3,38028169;1,514084507;0;80140,70867;0;6
1/06/23;26;Zona Camarones;2283;Hacienda San Escriva;7,249647658;1424,986668;201314;4117;751;3366;0;28721;11770;4618;12333;32570;24012;6036;2522;12932;11861;363;523;0;523;120883;18345;104041;0;-1503;34687;18309;20867;20526;43013,9525;168,77;0,008837;402466,7992;40,62038749;0;55,08;31,59999962;62,2;15,7;0,471257144;4,589041096;3,287671233;1,301369863;0;73006,26318;0;7
1/07/23;31;Zona Camarones;2283;Hacienda San Escriva;7,040692163;1544,000711;223288;866;664;202;0;37515;16046;3388;18081;24453;20821;1830;1802;13040;12174;242;466;33;433;148093;17462;132384;0;-1753;30470;15934;19264;20526;46081,6909;168,77;0,007676;283931,8995;39,41308989;0;167,26;31,1428566;85,5;14,375;0,484250002;5,555555556;4,31372549;1,241830065;0;0;0;0
1/08/23;35;Zona Camarones;2283;Hacienda San Escriva;5,813915085;1290,401138;177195;11478;3493;2107;5878;38857;18431;4235;16191;24969;12975;7358;4636;13229;11379;385;4000;3671;329;81778;21386;62271;0;-1879;41584;21149;26022;20549;51927,143;168,77;0,008567;222458,701;38,69519935;0;434,65;31,94285736;12,6;15,8;0,412714285;3,387096774;3;0,387096774;0;0;0;0
1/09/23;39;Zona Camarones;2283;Hacienda San Escriva;5,646785615;1247,911359;169892;23503;4812;8712;9979;37537;14538;3327;19672;18553;14756;1945;1852;13469;11842;545;4213;3600;613;79199;18605;62292;0;-1698;32331;17420;20457;20001;49402,6193;168,77;0,007336;624072,4982;39,85900863;0;472,13;31,57142878;0;15,625;0,375892855;4,076433121;3,598726115;0,477707006;0;0;0;0
1/10/23;44;Zona Camarones;2283;Hacienda San Escriva;5,552034795;1276,654619;178890;15911;3665;3056;9190;29455;13437;3261;12757;22666;20037;1579;1050;12475;11558;383;1060;576;484;78815;20208;60215;0;-1608;33044;18173;21258;19966;51672,2266;168,77;0,006954;899986,298;37,41368938;0;526,68;29,5714283;59,25;14,125;0,406035714;3,364779874;2,389937107;0,974842767;0;84440,55098;0;7
1/11/23;48;Zona Camarones;2283;Hacienda San Escriva;6,729370123;1082,437637;145315;3936;1425;580;1931;28418;11813;4099;12506;29111;26137;2222;752;13550;11418;318;947;0;947;72834;20095;54130;0;-1391;31305;15986;20847;20021;37160,8331;168,77;0,008527;717298,5039;36,83365019;0;721,29;28,8;13,6;11,2;0,400057143;4,012738854;3,089171975;0,923566879;0,006369;72842,88952;0;6
1/12/23;52;Zona Camarones;2283;Hacienda San Escriva;6,048126641;1167,517924;159606;2367;556;1382;429;35848;18601;2853;14394;34656;29885;1698;3073;13855;11765;325;230;33;197;69237;14722;56427;0;-1912;29592;14977;17795;20237;42382,2144;168,77;0,008597;0;0;0;70,88;29,10714293;100;12,125;0,457785726;5,888157895;3,848684211;2,039473684;0;72126,64066;0;2
1/01/24;5;Zona Camarones;2283;Hacienda San Escriva;6,076579575;1129,323932;146276;2019;591;1428;0;35665;18300;2699;14666;27728;24710;1995;1023;17526;18386;485;2431;1679;752;80749;21820;60362;0;-1433;25032;13615;22843;20237;41316,5;168,77;0,008906;0;0;0;67,77;28,52857113;105,5;11,625;0,494523808;8,116438356;6,952054795;1,164383562;0;72955,58236;0;6
1/02/24;9;Zona Camarones;2283;Hacienda San Escriva;6,675663038;1129,110624;154972;738;738;0;0;37822;16680;3244;17898;22322;19520;1799;1003;12074;11817;328;31;1;30;70892;14852;57633;0;-1593;33668;16702;15855;20238;38315,5948;168,77;0,011029;0;0;0;12;31,17428551;109,8;15,6;0,507305712;4,583333333;3,125;1,458333333;0;69515,05266;0;7
1/03/24;13;Zona Camarones;2283;Hacienda San Escriva;6,357738048;1073,093559;138016;1691;591;1100;0;34557;13916;2597;18044;22695;18886;1727;2082;12819;11015;416;6996;5553;1443;71360;14936;61198;0;-4774;29213;12992;17018;20192;37473,5477;168,77;0,011826;0;0;0;0;33,86785698;45,5;18;0,480549999;4,379310345;3,24137931;1,137931034;0;70891,37314;0;5
1/04/24;18;Zona Camarones;2283;Hacienda San Escriva;6,236638449;1143,437815;155811;1562;591;243;728;32166;15298;2594;14274;34231;29422;2753;2056;12139;10676;432;2163;2095;68;87438;14074;76073;0;-2709;25495;13610;16130;20186;39469,4998;168,77;0,017841;0;0;0;-485,99;31,09642935;131,5;15,25;0,494124986;6,689655172;3,551724138;3,137931034;0,013986;75034,06217;0;5
1/05/24;22;Zona Camarones;2283;Hacienda San Escriva;8,005524522;1324,850388;185877;3124;741;2383;0;39855;16103;3362;20390;27707;22828;2671;2208;11526;11175;324;3009;143;2866;89380;14803;77021;0;-2444;29704;15159;17011;20186;35383,1906;168,77;0,017296;1309334,597;37,92424612;0;36,95;30,03714294;43,8;12,1;0,509200013;6,466666667;4,566666667;1,9;0,006849;76674,60621;0;3
1/06/24;26;Zona Camarones;2283;Hacienda San Escriva;6,913779629;1003,430705;131852;3159;594;2565;0;27182;12865;2747;11570;26844;22856;2390;1598;15531;10699;340;1031;817;214;69196;14452;56754;0;-2010;22742;11777;16050;20201;31577,5179;168,77;0,006863;135468,4;35,37033942;0;14;30,2142849;0;11,5;0,49000001;4,618055556;3,368055556;1,25;0,006579;64986,26309;0;4
1/07/24;31;Zona Camarones;2283;Hacienda San Escriva;;1544,000711;223288;866;664;202;0;37515;16046;3388;18081;24453;20821;1830;1802;13040;12174;242;466;33;433;148093;17462;132384;0;-1753;30470;15934;19264;20526;46081,6909;168,77;0,007676;283931,8995;39,41308989;0;167,26;31,1428566;85,5;14,375;0,484250002;5,555555556;4,31372549;1,241830065;0;0;0;0
1/08/24;35;Zona Camarones;2283;Hacienda San Escriva;;1290,401138;177195;11478;3493;2107;5878;38857;18431;4235;16191;24969;12975;7358;4636;13229;11379;385;4000;3671;329;81778;21386;62271;0;-1879;41584;21149;26022;20549;51927,143;168,77;0,008567;222458,701;38,69519935;0;434,65;31,94285736;12,6;15,8;0,412714285;3,387096774;3;0,387096774;0;0;0;0
1/09/24;40;Zona Camarones;2283;Hacienda San Escriva;;1247,911359;169892;23503;4812;8712;9979;37537;14538;3327;19672;18553;14756;1945;1852;13469;11842;545;4213;3600;613;79199;18605;62292;0;-1698;32331;17420;20457;20001;49402,6193;168,77;0,007336;624072,4982;39,85900863;0;472,13;31,57142878;0;15,625;0,375892855;4,076433121;3,598726115;0,477707006;0;0;0;0
1/10/24;44;Zona Camarones;2283;Hacienda San Escriva;;1276,654619;178890;15911;3665;3056;9190;29455;13437;3261;12757;22666;20037;1579;1050;12475;11558;383;1060;576;484;78815;20208;60215;0;-1608;33044;18173;21258;19966;51672,2266;168,77;0,006954;899986,298;37,41368938;0;526,68;29,5714283;59,25;14,125;0,406035714;3,364779874;2,389937107;0,974842767;0;84440,55098;0;7
1/11/24;48;Zona Camarones;2283;Hacienda San Escriva;;1082,437637;145315;3936;1425;580;1931;28418;11813;4099;12506;29111;26137;2222;752;13550;11418;318;947;0;947;72834;20095;54130;0;-1391;31305;15986;20847;20021;37160,8331;168,77;0,008527;717298,5039;36,83365019;0;721,29;28,8;13,6;11,2;0,400057143;4,012738854;3,089171975;0,923566879;0,006369;72842,88952;0;6
1/12/24;52;Zona Camarones;2283;Hacienda San Escriva;;1167,517924;159606;2367;556;1382;429;35848;18601;2853;14394;34656;29885;1698;3073;13855;11765;325;230;33;197;69237;14722;56427;0;-1912;29592;14977;17795;20237;42382,2144;168,77;0,008597;0;0;0;70,88;29,10714293;100;12,125;0,457785726;5,888157895;3,848684211;2,039473684;0;72126,64066;0;2
1/01/25;5;Zona Camarones;2283;Hacienda San Escriva;;1129,323932;146276;2019;591;1428;0;35665;18300;2699;14666;27728;24710;1995;1023;17526;18386;485;2431;1679;752;80749;21820;60362;0;-1433;25032;13615;22843;20237;41316,5;168,77;0,008906;0;0;0;67,77;28,52857113;105,5;11,625;0,494523808;8,116438356;6,952054795;1,164383562;0;72955,58236;0;6
1/02/25;9;Zona Camarones;2283;Hacienda San Escriva;;1129,110624;154972;738;738;0;0;37822;16680;3244;17898;22322;19520;1799;1003;12074;11817;328;31;1;30;70892;14852;57633;0;-1593;33668;16702;15855;20238;38315,5948;168,77;0,011029;0;0;0;12;31,17428551;109,8;15,6;0,507305712;4,583333333;3,125;1,458333333;0;69515,05266;0;7
1/03/25;14;Zona Camarones;2283;Hacienda San Escriva;;1073,093559;138016;1691;591;1100;0;34557;13916;2597;18044;22695;18886;1727;2082;12819;11015;416;6996;5553;1443;71360;14936;61198;0;-4774;29213;12992;17018;20192;37473,5477;168,77;0,011826;0;0;0;0;33,86785698;45,5;18;0,480549999;4,379310345;3,24137931;1,137931034;0;70891,37314;0;5
1/04/25;18;Zona Camarones;2283;Hacienda San Escriva;;1143,437815;155811;1562;591;243;728;32166;15298;2594;14274;34231;29422;2753;2056;12139;10676;432;2163;2095;68;87438;14074;76073;0;-2709;25495;13610;16130;20186;39469,4998;168,77;0,017841;0;0;0;-485,99;31,09642935;131,5;15,25;0,494124986;6,689655172;3,551724138;3,137931034;0,013986;75034,06217;0;5
1/05/25;22;Zona Camarones;2283;Hacienda San Escriva;;1324,850388;185877;3124;741;2383;0;39855;16103;3362;20390;27707;22828;2671;2208;11526;11175;324;3009;143;2866;89380;14803;77021;0;-2444;29704;15159;17011;20186;35383,1906;168,77;0,017296;1309334,597;37,92424612;0;36,95;30,03714294;43,8;12,1;0,509200013;6,466666667;4,566666667;1,9;0,006849;76674,60621;0;3
1/06/25;27;Zona Camarones;2283;Hacienda San Escriva;;1003,430705;131852;3159;594;2565;0;27182;12865;2747;11570;26844;22856;2390;1598;15531;10699;340;1031;817;214;69196;14452;56754;0;-2010;22742;11777;16050;20201;31577,5179;168,77;0,006863;135468,4;35,37033942;0;14;30,2142849;0;11,5;0,49000001;4,618055556;3,368055556;1,25;0,006579;64986,26309;0;4
1/01/20;5;Zona Camarones;2120;Hacienda Lastenia;4,942464278;867,5749404;167813;5334;1403;3779;152;55328;23320;5604;26404;16529;12496;1781;2252;26796;19373;721;329;36;293;101265;30002;72989;0;-1726;49050;29301;32254;19832;65729,3572;249,5599976;0,009312;0;0;0;977,17;31,8;88,4;13,73999996;0;0;0;0;0;0;0;0
1/02/20;9;Zona Camarones;2120;Hacienda Lastenia;6,426911216;964,2851513;194184;9998;1149;8849;0;45917;19246;3940;22731;45247;38857;2451;3939;22262;15682;626;2766;1316;1450;116274;20541;97267;0;-1534;37222;21513;24480;19822;49778,6556;249,5599976;0,013737;0;0;0;706,89;31,66071463;113,75;14,625;0;0;0;0;0,011299;0;0;0
1/03/20;14;Zona Camarones;2120;Hacienda Lastenia;4,616304495;785,9232326;146678;4206;1231;2774;201;44784;17317;4441;23026;27672;21687;2176;3809;23207;19000;784;1475;1684;-209;86292;26686;62190;0;-2584;41623;25233;30495;23108;62750,8433;249,5599976;0,013952;0;0;0;1364,43;31,16071463;98,75;15;0;0;0;0;0,016949;0;0;0
